,OBJECTID,TRACT,GEOID,Total Population,Total Pop of 1 Race,Pop of 1 race: White,Pop of 1 race: Black,Pop of 1 race: American Indian Alaskan,Pop of 1 race: Asian,Pop of 1 race: Native Hawaiian Pacific Islander,Pop of 1 race: Other Race,Pop 2 or more races: Black and,Pop 2 or more races: American Indian Alaskan and,Pop 2 or more races: Asian and,Pop 2 or more races: Native Hawaiian Pacific Islander and,Total Hispanic Population,Total Non-Minority Population (White Not Hispanic),Not Hispanic Pop of 1 race: Black,Not Hispanic Pop of 1 race: American Indian Alaskan,Not Hispanic Pop of 1 race: Asian,Not Hispanic Pop of 1 race: Native Hawaiian Pacific Islander,Not Hispanic Pop of 1 race: Other Race,Not Hispanic Pop 2 or more races: Black and,Not Hispanic Pop 2 or more races: American Indian Alaskan and,Not Hispanic Pop 2 or more races: Asian and,Not Hispanic Pop 2 or more races: Native Hawaiian Pacific Islander and,Total Pop 18+,18+ Pop 1 race: White,18+ Pop 1 race: Black,18+ Pop 1 race: American Indian Alaskan,18+ Pop 1 race: Asian,18+ Pop 1 race: Native Hawaiian Pacific Islander,18+ Pop 1 race: Other race,18+ Pop 2 or more races: Black and,18+ Pop 2 or more races: American Indian Alaskan and,18+ Pop 2 or more races: Asian and,18+ Pop 2 or more races: Native Hawaiian Pacific Islander,Hispanic 18+ Pop,Non-Minority 18+ Pop (White Non-Hispanic),Not Hispanic 18+ Pop 1 race: Black,Not Hispanic 18+ Pop 1 race: American Indian Alaskan,Not Hispanic 18+ Pop 1 race: Asian,Not Hispanic 18+ Pop 1 race: Native Hawaiian Pacific Islander,Not Hispanic 18+ Pop 1 race: Other race,Not Hispanic 18+ Pop 2 or more races: Black and,Not Hispanic 18+ Pop 2 or more races: American Indian Alaskan and,Not Hispanic 18+ Pop 2 or more races: Asian and,Not Hispanic 18+ Pop 2 or more races: Native Hawaiian Pacific Islander and,Total Housing Units,Occupied Housing Units,Vacant Housing Units,ACRES,SQ_MILES,Shape_Length,Shape_Area,FAGI_TOTAL_2010,FAGI_MEDIAN_2010,FAGI_TOTAL_2013,FAGI_MEDIAN_2013,FAGI_TOTAL_2011,FAGI_MEDIAN_2011,FAGI_TOTAL_2012,FAGI_MEDIAN_2012,FAGI_TOTAL_2014,FAGI_MEDIAN_2014,FAGI_TOTAL_2015,FAGI_MEDIAN_2015,NEIGHBORHOODCLUSTER,POPDENSITY,INCOME_LEVEL_2010,INCOME_LEVEL_2015
155,156,110.0,11001011000,3715,3584,1632,1712,29,140,3,68,90,49,40,3,183,1560,1683,24,139,3,13,77,40,36,3,3354,1593,1455,23,130,3,54,58,40,28,2,158,1524,1429,20,130,3,11,48,32,25,2,2673,2345,328,254.12238792,0.39706623,5794.13710563469,1028396.82375154,142255206.0,61476.0,159856545.0,66090.0,159085656.0,61805.0,167859350.0,64116.0,173116968.42,67450.0,184361322.0,70438.5,9,9356.121773438148,MID_INCOME,MID_HIGH_INCOME
156,157,111.0,11001011100,4859,4727,322,4192,24,15,1,173,110,58,19,3,337,241,4147,18,15,1,8,88,46,19,3,3945,279,3410,21,13,1,123,85,43,12,3,237,223,3379,15,13,1,5,70,37,12,3,1868,1727,141,1497.65127059,2.34008013,13673.1071387485,6060779.69889432,101111776.0,40473.0,108672370.0,40625.5,99900451.0,40198.0,104974019.0,41009.0,115762533.0,41166.0,122414153.0,42315.0,24,2076.424622262828,MID_INCOME,MID_INCOME
157,158,93.01,11001009301,3143,3031,979,1915,14,71,0,52,75,32,24,1,221,866,1891,13,67,0,3,56,30,23,1,2617,866,1555,13,66,0,39,50,31,18,1,175,768,1535,12,62,0,3,42,29,17,1,1230,1162,68,272.13307305,0.42520793,4589.37811757332,1101283.48097072,80177844.52,46848.0,96067410.0,47415.0,89517062.0,46693.0,96422375.11,47221.0,116557623.0,54943.0,124565445.0,57282.5,22,7391.677761042697,MID_INCOME,MID_INCOME
158,159,78.09,11001007809,2922,2875,58,2768,9,4,0,36,40,19,6,0,86,35,2753,5,4,0,1,38,16,6,0,2129,51,2011,8,3,0,26,24,17,1,0,65,33,2001,4,3,0,1,22,14,1,0,1339,1135,204,132.23895485,0.20662337,3874.35998735535,535152.0668894061,37559798.37,27390.0,41012846.0,24953.0,37380788.0,25825.5,39381158.0,25178.0,44647455.0,27046.0,48307774.0,28461.0,31,14141.672357778309,LOW_INCOME,LOW_INCOME
159,160,79.01,11001007901,3822,3730,397,3252,16,24,0,41,85,32,21,3,115,349,3240,11,24,0,7,73,30,18,2,2771,362,2287,13,24,0,30,50,24,11,3,76,327,2280,9,24,0,6,47,23,9,2,1784,1540,244,98.41517823,0.15377372,2551.39362258977,398272.09844265896,54104963.0,29975.0,68844302.0,31673.0,60769648.0,29766.0,65914144.0,30020.5,76444757.0,34692.0,85297510.0,37573.0,25,24854.702090838407,LOW_INCOME,MID_INCOME
160,161,79.03,11001007903,1774,1749,156,1536,6,10,0,41,22,14,3,1,95,120,1518,6,9,0,4,22,12,3,1,1407,136,1205,5,10,0,31,17,11,2,1,70,112,1192,5,9,0,2,17,9,2,1,880,778,102,59.94389871,0.09366234,2170.94540046585,242584.35292888302,33231634.0,36257.0,41719677.0,39557.0,34946070.0,36732.0,38094648.0,36321.5,46326405.0,44633.0,53049430.0,47103.0,25,18940.37667647424,MID_INCOME,MID_INCOME
161,162,80.01,11001008001,2784,2701,1321,1247,10,65,1,57,51,21,26,7,138,1264,1235,7,62,1,9,42,16,24,7,2397,1168,1058,10,58,1,40,39,19,16,4,111,1119,1049,7,55,1,5,32,14,14,4,1391,1286,105,80.43091395,0.1256733,2400.60290507304,325492.362612918,100414811.0,60366.0,126560393.0,67249.0,113921738.0,63888.0,122354172.0,66117.5,130054316.0,70322.0,144770934.0,75309.5,25,22152.676821568308,MID_INCOME,MID_HIGH_INCOME
162,163,80.02,11001008002,3031,2946,1662,1158,6,74,3,43,43,14,31,3,114,1602,1152,4,73,3,8,40,13,30,0,2614,1450,1014,6,65,1,33,19,10,16,2,91,1400,1011,4,64,1,6,17,9,15,0,1644,1477,167,142.85063562,0.22320412,3883.36802698995,578096.01563321,121769571.0,67000.5,162596832.0,72447.0,142225876.0,68264.0,160531068.0,70314.0,156077250.77,75659.5,173685028.0,80922.0,26,13579.498442949887,MID_HIGH_INCOME,MID_HIGH_INCOME
163,164,81.0,11001008100,2910,2823,2276,422,11,75,1,38,33,19,47,1,133,2195,413,10,74,1,4,31,17,47,1,2551,2027,366,11,62,1,26,23,19,29,1,106,1957,361,10,61,1,2,21,17,29,1,1549,1452,97,72.21812179,0.11284082,2331.3459845136103,292256.371732737,139606334.0,81428.0,168364052.0,72100.0,166143944.0,77408.0,167686490.0,77394.0,173483443.0,85914.0,194119047.0,90338.0,25,25788.539998202777,MID_HIGH_INCOME,MID_HIGH_INCOME
164,165,82.0,11001008200,2918,2843,2515,156,12,116,1,43,15,14,50,2,134,2443,152,9,113,1,2,11,11,45,2,2674,2328,146,12,106,1,37,12,11,23,2,119,2260,142,9,103,1,2,9,8,23,2,1655,1522,133,84.04524066,0.13132069,3038.8678116908195,340119.02397668303,117647812.0,70126.5,147633111.0,67792.5,142848043.0,69117.5,155157942.0,70452.0,143780010.0,77086.0,159931869.0,78676.0,26,22220.413249427795,MID_HIGH_INCOME,MID_HIGH_INCOME
165,166,83.01,11001008301,2279,2225,1743,383,5,67,1,26,21,7,31,1,80,1703,373,5,66,1,2,19,5,31,1,2039,1585,331,4,59,1,23,14,6,19,1,71,1546,324,4,58,1,1,14,5,19,1,1154,1072,82,75.10652056,0.11735394,2368.73754254323,303945.306896789,100958815.0,79178.0,126739845.0,80765.0,117129497.0,71931.0,125316966.0,77114.5,137994779.0,83172.5,159487649.0,82900.0,25,19419.884837270907,MID_HIGH_INCOME,MID_HIGH_INCOME
166,167,83.02,11001008302,2206,2141,1553,490,12,66,2,18,20,12,36,2,94,1487,487,10,64,2,9,18,8,31,2,1940,1367,448,11,60,2,9,15,12,18,2,62,1322,447,9,58,2,4,15,8,17,2,1032,966,66,64.46191668,0.10072175,2372.7001782277102,260868.12305757,98202439.0,75686.0,121676185.0,69139.0,115145078.0,72632.0,124644728.0,70932.0,122260480.0,77004.5,148237948.0,80862.0,25,21901.922871673694,MID_HIGH_INCOME,MID_HIGH_INCOME
167,168,84.02,11001008402,2149,2081,1156,846,7,51,4,17,34,21,20,6,99,1095,830,5,49,4,5,32,20,19,4,1920,1036,756,6,49,4,14,24,18,17,5,76,990,741,4,49,4,5,24,17,17,3,1270,1174,96,66.30755803,0.10360556,2657.4056500770803,268337.16866105,64090679.0,50048.0,84827411.0,55894.5,76375227.0,50961.0,83894892.0,54722.0,78279904.0,59253.0,95344734.0,63150.0,26,20742.130055568447,MID_INCOME,MID_INCOME
168,169,84.1,11001008410,1489,1463,451,958,4,24,3,23,16,10,3,1,71,421,942,4,22,3,4,16,8,3,1,1232,414,754,4,24,3,14,10,10,2,1,57,385,744,4,22,3,2,10,8,2,1,681,604,77,54.39444927,0.08499133,2326.0953368496803,220126.527661906,41390921.0,46940.0,54787972.0,48372.0,47944604.0,46774.0,51016505.0,48283.0,60603534.0,55593.0,71052704.0,58733.0,25,17519.43404109572,MID_INCOME,MID_INCOME
169,170,94.0,11001009400,4163,4038,370,3467,23,42,0,136,94,50,20,1,266,301,3424,22,41,0,12,80,44,18,1,3397,314,2846,20,36,0,94,69,42,10,1,180,264,2820,20,35,0,10,58,37,8,1,1792,1651,141,393.02472348,0.61410113,5500.077285011371,1590514.63581645,111394852.0,48688.0,122069723.0,49363.5,112928463.0,48019.0,119206939.0,49071.0,135842841.0,51938.5,139399116.0,52796.5,24,6779.013743224997,MID_INCOME,MID_INCOME
170,171,95.01,11001009501,5797,5595,2128,2827,36,108,10,486,99,49,58,15,831,1926,2778,21,102,5,9,78,42,54,12,5099,2093,2351,27,105,8,347,73,43,55,12,636,1916,2311,19,99,3,9,59,36,51,9,1954,1802,152,393.94025869,0.61553166,6251.16700772429,1594219.67538047,54810127.0,28094.0,66633719.98,28334.0,60953895.0,28147.0,64279289.0,27023.0,62507127.54,27422.5,71687637.0,29720.5,19,9417.874622403662,LOW_INCOME,LOW_INCOME
171,172,95.03,11001009503,2910,2810,432,2301,4,41,0,32,84,50,22,4,113,377,2276,3,41,0,7,79,48,21,4,2433,384,1917,4,36,0,22,59,42,11,4,83,342,1898,3,36,0,6,56,40,10,4,1256,1200,56,351.74808025,0.54960638,5448.74634862364,1423473.98609027,103688476.0,55760.0,93340693.3,55128.0,91164685.0,52882.0,103746641.0,55310.5,108517270.0,56626.5,113767916.01,60025.0,20,5294.698362126001,MID_INCOME,MID_INCOME
172,173,95.04,11001009504,3025,2940,643,2204,10,40,0,43,66,27,24,5,120,592,2187,5,40,0,3,62,27,24,5,2603,579,1892,7,38,0,28,44,20,17,3,89,540,1876,4,38,0,2,40,20,17,3,1354,1254,100,253.59064958,0.39623539,4227.41219002243,1026244.95498885,69274045.0,43233.0,76802968.0,44206.5,72545466.0,41582.0,78335079.0,43487.0,83501617.0,44864.5,92795105.0,48695.5,20,7634.350884205472,MID_INCOME,MID_INCOME
173,174,95.05,11001009505,2630,2571,145,2274,3,25,6,118,49,19,14,4,201,109,2249,2,25,2,4,36,13,11,0,2197,113,1934,2,22,4,82,33,13,7,1,140,89,1913,1,22,2,2,26,12,6,0,1217,1138,79,254.66865835,0.39791978,4571.65313238333,1030607.50172789,69676775.0,42972.0,74524698.0,41734.0,69233046.0,41221.0,72487872.0,42196.0,94197523.0,45732.0,105022944.0,46330.0,19,6609.372371486535,MID_INCOME,MID_INCOME
174,175,95.07,11001009507,1489,1460,53,1304,11,1,0,91,22,10,4,4,156,16,1292,2,1,0,1,21,9,4,4,1209,38,1075,10,1,0,64,15,10,4,1,110,14,1067,2,1,0,1,14,9,4,1,607,583,24,72.81292728,0.1137702,2483.11505524635,294663.464164052,35008824.0,38577.5,37021683.0,38410.0,34437488.0,36996.0,36555449.0,39274.0,39838674.0,38723.0,41834568.92,39851.0,19,13087.785729479248,MID_INCOME,MID_INCOME
175,176,95.08,11001009508,3290,3240,257,2821,11,30,0,121,38,24,11,2,235,182,2793,6,29,0,3,36,22,11,1,2785,227,2394,7,27,0,90,30,22,7,2,171,170,2376,5,26,0,3,28,20,7,1,1742,1578,164,231.9179867,0.36237186,5772.875427557629,938538.7995027159,67315108.95,38902.0,74438513.8,36844.0,70488991.0,37979.0,74847040.0,37529.0,76756174.0,38133.5,82172651.0,38670.5,19,9079.07142679346,MID_INCOME,MID_INCOME
176,177,95.09,11001009509,2940,2888,165,2592,5,33,0,93,48,7,14,3,169,124,2565,2,33,0,13,33,4,8,3,2400,142,2126,4,30,0,66,29,6,10,3,116,112,2114,2,30,0,5,20,4,7,3,1320,1258,62,159.55396195,0.24930307,3306.1970434095897,645691.9794701961,75556930.0,44708.0,83396856.4,45890.0,78005645.0,45617.5,80688699.0,44771.0,90266682.0,48269.0,94453371.0,50505.0,20,11792.87523414774,MID_INCOME,MID_INCOME
177,178,96.01,11001009601,2445,2420,27,2359,3,5,3,23,24,7,2,4,36,16,2357,3,5,3,0,24,7,2,4,1598,23,1534,3,2,2,18,15,6,2,4,27,16,1532,3,2,2,0,15,6,2,4,847,786,61,514.85017081,0.8044534000000001,6716.54976156894,2083524.73269691,27940966.0,24949.0,31190145.0,22438.0,29485769.0,24312.0,29883780.0,22301.0,33222152.0,25221.0,34565858.0,27655.0,29,3039.33080523993,LOW_INCOME,LOW_INCOME
178,179,96.02,11001009602,3280,3220,24,3166,9,3,0,18,58,26,3,0,40,20,3156,6,3,0,1,52,26,3,0,2287,17,2206,5,3,0,13,41,20,2,0,25,15,2199,4,3,0,1,38,20,2,0,1545,1445,100,341.00559835,0.53282125,4742.07139820473,1380000.70395183,28881426.0,24409.0,34651347.0,23135.5,29422702.0,23832.0,32067205.0,22962.5,41181793.0,23438.0,45174162.0,25037.0,30,6155.910636071665,LOW_INCOME,LOW_INCOME
